country,iso_country_code_2018,metric,value,metric_type,latest,metric_no_year,ranking,metric_rank,country_strengths_order,country_weaknesses_order,country_strengths_order_by_broad_metric,country_weaknesses_order_by_broad_metric
Lebanon,LBN,%_of_seats_held_by_women_in_national_parliaments_2021,4.6875,input,1,%_of_seats_held_by_women_in_national_parliaments,high,162.0,34.0,4.0,17.0,
Lesotho,LSO,%_of_seats_held_by_women_in_national_parliaments_2021,23.33333333,input,1,%_of_seats_held_by_women_in_national_parliaments,high,88.0,31.0,11.0,,7.0
Liberia,LBR,%_of_seats_held_by_women_in_national_parliaments_2021,10.95890411,input,1,%_of_seats_held_by_women_in_national_parliaments,high,150.0,39.0,2.0,,2.0
Libya,LBY,%_of_seats_held_by_women_in_national_parliaments_2021,15.95744681,input,1,%_of_seats_held_by_women_in_national_parliaments,high,129.0,5.0,17.0,,11.0
Lithuania,LTU,%_of_seats_held_by_women_in_national_parliaments_2021,27.65957447,input,1,%_of_seats_held_by_women_in_national_parliaments,high,66.0,28.0,12.0,15.0,
Luxembourg,LUX,%_of_seats_held_by_women_in_national_parliaments_2021,35.0,input,1,%_of_seats_held_by_women_in_national_parliaments,high,40.0,22.0,16.0,12.0,
Madagascar,MDG,%_of_seats_held_by_women_in_national_parliaments_2021,17.8807947,input,1,%_of_seats_held_by_women_in_national_parliaments,high,119.0,19.0,24.0,,13.0
Malawi,MWI,%_of_seats_held_by_women_in_national_parliaments_2021,22.91666667,input,1,%_of_seats_held_by_women_in_national_parliaments,high,90.0,23.0,19.0,13.0,
Malaysia,MYS,%_of_seats_held_by_women_in_national_parliaments_2021,14.86486486,input,1,%_of_seats_held_by_women_in_national_parliaments,high,135.0,41.0,3.0,,
Maldives,MDV,%_of_seats_held_by_women_in_national_parliaments_2021,4.597701149,input,1,%_of_seats_held_by_women_in_national_parliaments,high,163.0,39.0,1.0,,1.0
Mali,MLI,%_of_seats_held_by_women_in_national_parliaments_2021,27.27272727,input,1,%_of_seats_held_by_women_in_national_parliaments,high,70.0,10.0,33.0,7.0,
Malta,MLT,%_of_seats_held_by_women_in_national_parliaments_2021,13.43283582,input,1,%_of_seats_held_by_women_in_national_parliaments,high,141.0,32.0,2.0,,2.0
Mauritania,MRT,%_of_seats_held_by_women_in_national_parliaments_2021,20.26143791,input,1,%_of_seats_held_by_women_in_national_parliaments,high,106.0,14.0,23.0,,12.0
Mauritius,MUS,%_of_seats_held_by_women_in_national_parliaments_2021,20.0,input,1,%_of_seats_held_by_women_in_national_parliaments,high,108.0,36.0,6.0,16.0,
Mexico,MEX,%_of_seats_held_by_women_in_national_parliaments_2021,50.0,input,1,%_of_seats_held_by_women_in_national_parliaments,high,4.0,1.0,39.0,1.0,
Moldova,MDA,%_of_seats_held_by_women_in_national_parliaments_2021,39.6039604,input,1,%_of_seats_held_by_women_in_national_parliaments,high,27.0,9.0,35.0,4.0,
Mongolia,MNG,%_of_seats_held_by_women_in_national_parliaments_2021,17.10526316,input,1,%_of_seats_held_by_women_in_national_parliaments,high,122.0,34.0,6.0,,4.0
Montenegro,MNE,%_of_seats_held_by_women_in_national_parliaments_2021,24.69135802,input,1,%_of_seats_held_by_women_in_national_parliaments,high,83.0,26.0,5.0,,5.0
Morocco,MAR,%_of_seats_held_by_women_in_national_parliaments_2021,22.78481013,input,1,%_of_seats_held_by_women_in_national_parliaments,high,91.0,27.0,15.0,,9.0
Mozambique,MOZ,%_of_seats_held_by_women_in_national_parliaments_2021,42.4,input,1,%_of_seats_held_by_women_in_national_parliaments,high,20.0,10.0,33.0,,17.0
Myanmar,MMR,%_of_seats_held_by_women_in_national_parliaments_2021,15.29411765,input,1,%_of_seats_held_by_women_in_national_parliaments,high,131.0,14.0,26.0,12.0,
Namibia,NAM,%_of_seats_held_by_women_in_national_parliaments_2021,44.23076923,input,1,%_of_seats_held_by_women_in_national_parliaments,high,15.0,18.0,26.0,,14.0
Nepal,NPL,%_of_seats_held_by_women_in_national_parliaments_2021,32.72727273,input,1,%_of_seats_held_by_women_in_national_parliaments,high,46.0,10.0,34.0,,
Netherlands,NLD,%_of_seats_held_by_women_in_national_parliaments_2021,39.33333333,input,1,%_of_seats_held_by_women_in_national_parliaments,high,30.0,24.0,14.0,,7.0
New Zealand,NZL,%_of_seats_held_by_women_in_national_parliaments_2021,49.16666667,input,1,%_of_seats_held_by_women_in_national_parliaments,high,6.0,15.0,26.0,9.0,
Nicaragua,NIC,%_of_seats_held_by_women_in_national_parliaments_2021,50.54945055,input,1,%_of_seats_held_by_women_in_national_parliaments,high,3.0,1.0,40.0,1.0,
Niger,NER,%_of_seats_held_by_women_in_national_parliaments_2021,25.90361446,input,1,%_of_seats_held_by_women_in_national_parliaments,high,78.0,11.0,33.0,6.0,
Nigeria,NGA,%_of_seats_held_by_women_in_national_parliaments_2021,3.611111111,input,1,%_of_seats_held_by_women_in_national_parliaments,high,165.0,26.0,3.0,,3.0
Norway,NOR,%_of_seats_held_by_women_in_national_parliaments_2021,44.9704142,input,1,%_of_seats_held_by_women_in_national_parliaments,high,13.0,35.0,5.0,,4.0
Oman,OMN,%_of_seats_held_by_women_in_national_parliaments_2021,2.325581395,input,1,%_of_seats_held_by_women_in_national_parliaments,high,166.0,35.0,4.0,18.0,
Pakistan,PAK,%_of_seats_held_by_women_in_national_parliaments_2021,20.1754386,input,1,%_of_seats_held_by_women_in_national_parliaments,high,107.0,13.0,25.0,,12.0
Panama,PAN,%_of_seats_held_by_women_in_national_parliaments_2021,22.53521127,input,1,%_of_seats_held_by_women_in_national_parliaments,high,93.0,25.0,15.0,15.0,
Papua New Guinea,PNG,%_of_seats_held_by_women_in_national_parliaments_2021,0.0,input,1,%_of_seats_held_by_women_in_national_parliaments,high,168.0,31.0,2.0,17.0,
Paraguay,PRY,%_of_seats_held_by_women_in_national_parliaments_2021,16.25,input,1,%_of_seats_held_by_women_in_national_parliaments,high,126.0,35.0,6.0,,
Peru,PER,%_of_seats_held_by_women_in_national_parliaments_2021,40.0,input,1,%_of_seats_held_by_women_in_national_parliaments,high,23.0,1.0,42.0,1.0,
Philippines,PHL,%_of_seats_held_by_women_in_national_parliaments_2021,27.96052632,input,1,%_of_seats_held_by_women_in_national_parliaments,high,63.0,8.0,35.0,,17.0
Poland,POL,%_of_seats_held_by_women_in_national_parliaments_2021,28.32244009,input,1,%_of_seats_held_by_women_in_national_parliaments,high,62.0,29.0,11.0,,7.0
Portugal,PRT,%_of_seats_held_by_women_in_national_parliaments_2021,40.0,input,1,%_of_seats_held_by_women_in_national_parliaments,high,23.0,12.0,28.0,8.0,
Qatar,QAT,%_of_seats_held_by_women_in_national_parliaments_2021,4.444444444,input,1,%_of_seats_held_by_women_in_national_parliaments,high,164.0,34.0,4.0,,
Romania,ROU,%_of_seats_held_by_women_in_national_parliaments_2021,18.54103343,input,1,%_of_seats_held_by_women_in_national_parliaments,high,116.0,38.0,2.0,,2.0
Russia,RUS,%_of_seats_held_by_women_in_national_parliaments_2021,16.22222222,input,1,%_of_seats_held_by_women_in_national_parliaments,high,127.0,29.0,10.0,,7.0
Rwanda,RWA,%_of_seats_held_by_women_in_national_parliaments_2021,61.25,input,1,%_of_seats_held_by_women_in_national_parliaments,high,1.0,2.0,42.0,,
Saudi Arabia,SAU,%_of_seats_held_by_women_in_national_parliaments_2021,19.86754967,input,1,%_of_seats_held_by_women_in_national_parliaments,high,110.0,30.0,10.0,,6.0
Senegal,SEN,%_of_seats_held_by_women_in_national_parliaments_2021,43.03030303,input,1,%_of_seats_held_by_women_in_national_parliaments,high,17.0,4.0,39.0,,18.0
Serbia,SRB,%_of_seats_held_by_women_in_national_parliaments_2021,39.2,input,1,%_of_seats_held_by_women_in_national_parliaments,high,31.0,4.0,39.0,,17.0
Sierra Leone,SLE,%_of_seats_held_by_women_in_national_parliaments_2021,12.32876712,input,1,%_of_seats_held_by_women_in_national_parliaments,high,146.0,38.0,5.0,,4.0
Singapore,SGP,%_of_seats_held_by_women_in_national_parliaments_2021,29.80769231,input,1,%_of_seats_held_by_women_in_national_parliaments,high,55.0,19.0,23.0,10.0,
Slovakia,SVK,%_of_seats_held_by_women_in_national_parliaments_2021,22.66666667,input,1,%_of_seats_held_by_women_in_national_parliaments,high,92.0,36.0,4.0,,4.0
Slovenia,SVN,%_of_seats_held_by_women_in_national_parliaments_2021,26.66666667,input,1,%_of_seats_held_by_women_in_national_parliaments,high,73.0,34.0,6.0,,4.0
Solomon Islands,SLB,%_of_seats_held_by_women_in_national_parliaments_2021,8.0,input,1,%_of_seats_held_by_women_in_national_parliaments,high,158.0,37.0,3.0,17.0,
Somalia,SOM,%_of_seats_held_by_women_in_national_parliaments_2021,24.36363636,input,1,%_of_seats_held_by_women_in_national_parliaments,high,84.0,4.0,17.0,,10.0
South Africa,ZAF,%_of_seats_held_by_women_in_national_parliaments_2021,46.58227848,input,1,%_of_seats_held_by_women_in_national_parliaments,high,9.0,2.0,40.0,,18.0
South Sudan,SSD,%_of_seats_held_by_women_in_national_parliaments_2021,32.36363636,input,1,%_of_seats_held_by_women_in_national_parliaments,high,48.0,4.0,23.0,3.0,
Spain,ESP,%_of_seats_held_by_women_in_national_parliaments_2021,43.42857143,input,1,%_of_seats_held_by_women_in_national_parliaments,high,16.0,3.0,36.0,,18.0
Sri Lanka,LKA,%_of_seats_held_by_women_in_national_parliaments_2021,5.381165919,input,1,%_of_seats_held_by_women_in_national_parliaments,high,161.0,38.0,2.0,,
Suriname,SUR,%_of_seats_held_by_women_in_national_parliaments_2021,29.41176471,input,1,%_of_seats_held_by_women_in_national_parliaments,high,57.0,19.0,21.0,8.0,
Sweden,SWE,%_of_seats_held_by_women_in_national_parliaments_2021,46.99140401,input,1,%_of_seats_held_by_women_in_national_parliaments,high,8.0,24.0,19.0,,11.0
Switzerland,CHE,%_of_seats_held_by_women_in_national_parliaments_2021,42.5,input,1,%_of_seats_held_by_women_in_national_parliaments,high,19.0,22.0,18.0,11.0,
Syria,SYR,%_of_seats_held_by_women_in_national_parliaments_2021,11.2,input,1,%_of_seats_held_by_women_in_national_parliaments,high,149.0,7.0,15.0,,9.0
Taiwan,TWN,%_of_seats_held_by_women_in_national_parliaments_2021,23.80952381,input,1,%_of_seats_held_by_women_in_national_parliaments,high,86.0,19.0,5.0,10.0,
Tajikistan,TJK,%_of_seats_held_by_women_in_national_parliaments_2021,36.8556701,input,1,%_of_seats_held_by_women_in_national_parliaments,high,35.0,13.0,26.0,,
Thailand,THA,%_of_seats_held_by_women_in_national_parliaments_2021,15.74642127,input,1,%_of_seats_held_by_women_in_national_parliaments,high,130.0,33.0,7.0,15.0,
Timor-Leste,TLS,%_of_seats_held_by_women_in_national_parliaments_2021,38.46153846,input,1,%_of_seats_held_by_women_in_national_parliaments,high,33.0,10.0,27.0,,
Togo,TGO,%_of_seats_held_by_women_in_national_parliaments_2021,18.68131868,input,1,%_of_seats_held_by_women_in_national_parliaments,high,115.0,31.0,13.0,,8.0
Trinidad and Tobago,TTO,%_of_seats_held_by_women_in_national_parliaments_2021,26.19047619,input,1,%_of_seats_held_by_women_in_national_parliaments,high,75.0,23.0,18.0,,12.0
Tunisia,TUN,%_of_seats_held_by_women_in_national_parliaments_2021,26.26728111,input,1,%_of_seats_held_by_women_in_national_parliaments,high,74.0,16.0,17.0,,11.0
Turkiye,TUR,%_of_seats_held_by_women_in_national_parliaments_2021,17.33333333,input,1,%_of_seats_held_by_women_in_national_parliaments,high,121.0,28.0,8.0,,
Turkmenistan,TKM,%_of_seats_held_by_women_in_national_parliaments_2021,25.0,input,1,%_of_seats_held_by_women_in_national_parliaments,high,80.0,9.0,22.0,,13.0
Uganda,UGA,%_of_seats_held_by_women_in_national_parliaments_2021,33.81294964,input,1,%_of_seats_held_by_women_in_national_parliaments,high,44.0,8.0,35.0,,15.0
Ukraine,UKR,%_of_seats_held_by_women_in_national_parliaments_2021,20.80378251,input,1,%_of_seats_held_by_women_in_national_parliaments,high,104.0,26.0,15.0,11.0,
United Arab Emirates,ARE,%_of_seats_held_by_women_in_national_parliaments_2021,50.0,input,1,%_of_seats_held_by_women_in_national_parliaments,high,4.0,1.0,33.0,1.0,
United Kingdom,GBR,%_of_seats_held_by_women_in_national_parliaments_2021,34.25925926,input,1,%_of_seats_held_by_women_in_national_parliaments,high,42.0,29.0,10.0,,8.0
United States,USA,%_of_seats_held_by_women_in_national_parliaments_2021,27.64976959,input,1,%_of_seats_held_by_women_in_national_parliaments,high,67.0,31.0,7.0,16.0,
Uruguay,URY,%_of_seats_held_by_women_in_national_parliaments_2021,24.24242424,input,1,%_of_seats_held_by_women_in_national_parliaments,high,85.0,39.0,3.0,18.0,
Uzbekistan,UZB,%_of_seats_held_by_women_in_national_parliaments_2021,32.65306122,input,1,%_of_seats_held_by_women_in_national_parliaments,high,47.0,15.0,28.0,6.0,
Venezuela,VEN,%_of_seats_held_by_women_in_national_parliaments_2021,22.15568862,input,1,%_of_seats_held_by_women_in_national_parliaments,high,95.0,9.0,22.0,,12.0
Vietnam,VNM,%_of_seats_held_by_women_in_national_parliaments_2021,30.26052104,input,1,%_of_seats_held_by_women_in_national_parliaments,high,54.0,6.0,32.0,6.0,
Yemen,YEM,%_of_seats_held_by_women_in_national_parliaments_2021,0.0,input,1,%_of_seats_held_by_women_in_national_parliaments,high,168.0,15.0,9.0,12.0,
Zambia,ZMB,%_of_seats_held_by_women_in_national_parliaments_2021,15.06024096,input,1,%_of_seats_held_by_women_in_national_parliaments,high,133.0,40.0,1.0,,1.0
Zimbabwe,ZWE,%_of_seats_held_by_women_in_national_parliaments_2021,31.85185185,input,1,%_of_seats_held_by_women_in_national_parliaments,high,50.0,11.0,30.0,,17.0
Afghanistan,AFG,military_spending_as_%_of_gdp_2019,0.012,input,1,military_spending_as_%_of_gdp,high,99.0,10.0,26.0,7.0,14.0
Albania,ALB,military_spending_as_%_of_gdp_2019,0.013,input,1,military_spending_as_%_of_gdp,high,91.0,29.0,10.0,,8.0
Algeria,DZA,military_spending_as_%_of_gdp_2019,0.06,input,1,military_spending_as_%_of_gdp,high,4.0,1.0,38.0,1.0,18.0
Angola,AGO,military_spending_as_%_of_gdp_2019,0.016,input,1,military_spending_as_%_of_gdp,high,71.0,8.0,33.0,5.0,
Argentina,ARG,military_spending_as_%_of_gdp_2019,0.007,input,1,military_spending_as_%_of_gdp,high,131.0,41.0,2.0,18.0,
Armenia,ARM,military_spending_as_%_of_gdp_2019,0.049,input,1,military_spending_as_%_of_gdp,high,8.0,1.0,43.0,1.0,
Australia,AUS,military_spending_as_%_of_gdp_2019,0.019,input,1,military_spending_as_%_of_gdp,high,56.0,35.0,5.0,,4.0
Austria,AUT,military_spending_as_%_of_gdp_2019,0.007,input,1,military_spending_as_%_of_gdp,high,131.0,38.0,2.0,,2.0
Azerbaijan,AZE,military_spending_as_%_of_gdp_2019,0.04,input,1,military_spending_as_%_of_gdp,high,12.0,2.0,41.0,,18.0
Bahrain,BHR,military_spending_as_%_of_gdp_2019,0.037,input,1,military_spending_as_%_of_gdp,high,16.0,2.0,42.0,,18.0
Bangladesh,BGD,military_spending_as_%_of_gdp_2019,0.013,input,1,military_spending_as_%_of_gdp,high,91.0,4.0,29.0,3.0,
Belarus,BLR,military_spending_as_%_of_gdp_2019,0.012,input,1,military_spending_as_%_of_gdp,high,99.0,31.0,13.0,13.0,
Belgium,BEL,military_spending_as_%_of_gdp_2019,0.009,input,1,military_spending_as_%_of_gdp,high,124.0,38.0,2.0,,2.0
Belize,BLZ,military_spending_as_%_of_gdp_2019,0.012,input,1,military_spending_as_%_of_gdp,high,99.0,36.0,10.0,,5.0
Benin,BEN,military_spending_as_%_of_gdp_2019,0.007,input,1,military_spending_as_%_of_gdp,high,131.0,33.0,9.0,14.0,
Bolivia,BOL,military_spending_as_%_of_gdp_2019,0.014,input,1,military_spending_as_%_of_gdp,high,88.0,24.0,16.0,,8.0
Bosnia and Herzegovina,BIH,military_spending_as_%_of_gdp_2019,0.009,input,1,military_spending_as_%_of_gdp,high,124.0,27.0,3.0,,3.0
Botswana,BWA,military_spending_as_%_of_gdp_2019,0.028,input,1,military_spending_as_%_of_gdp,high,31.0,16.0,25.0,,13.0
Brazil,BRA,military_spending_as_%_of_gdp_2019,0.015,input,1,military_spending_as_%_of_gdp,high,80.0,25.0,14.0,13.0,
Brunei,BRN,military_spending_as_%_of_gdp_2019,0.033,input,1,military_spending_as_%_of_gdp,high,23.0,5.0,30.0,,16.0
Bulgaria,BGR,military_spending_as_%_of_gdp_2019,0.032,input,1,military_spending_as_%_of_gdp,high,24.0,1.0,30.0,1.0,
Burkina Faso,BFA,military_spending_as_%_of_gdp_2019,0.024,input,1,military_spending_as_%_of_gdp,high,39.0,12.0,31.0,,16.0
Burundi,BDI,military_spending_as_%_of_gdp_2019,0.018,input,1,military_spending_as_%_of_gdp,high,61.0,19.0,24.0,,13.0
Cambodia,KHM,military_spending_as_%_of_gdp_2019,0.023,input,1,military_spending_as_%_of_gdp,high,41.0,2.0,38.0,,18.0
Cameroon,CMR,military_spending_as_%_of_gdp_2019,0.011,input,1,military_spending_as_%_of_gdp,high,113.0,16.0,26.0,,12.0
Canada,CAN,military_spending_as_%_of_gdp_2019,0.013,input,1,military_spending_as_%_of_gdp,high,91.0,28.0,2.0,,2.0
Central African Republic,CAF,military_spending_as_%_of_gdp_2019,0.015,input,1,military_spending_as_%_of_gdp,high,80.0,6.0,35.0,,15.0
Chad,TCD,military_spending_as_%_of_gdp_2019,0.022,input,1,military_spending_as_%_of_gdp,high,44.0,3.0,37.0,,16.0
Chile,CHL,military_spending_as_%_of_gdp_2019,0.018,input,1,military_spending_as_%_of_gdp,high,61.0,32.0,8.0,,6.0
China,CHN,military_spending_as_%_of_gdp_2019,0.019,input,1,military_spending_as_%_of_gdp,high,56.0,4.0,37.0,4.0,
Colombia,COL,military_spending_as_%_of_gdp_2019,0.032,input,1,military_spending_as_%_of_gdp,high,24.0,2.0,42.0,,18.0
Congo (Dem. Rep.),COD,military_spending_as_%_of_gdp_2019,0.027,input,1,military_spending_as_%_of_gdp,high,33.0,3.0,35.0,3.0,
Congo (Rep.),COG,military_spending_as_%_of_gdp_2019,0.007,input,1,military_spending_as_%_of_gdp,high,131.0,22.0,20.0,,10.0
Costa Rica,CRI,military_spending_as_%_of_gdp_2019,0.0,input,1,military_spending_as_%_of_gdp,high,158.0,42.0,1.0,18.0,1.0
Cote d'Ivoire,CIV,military_spending_as_%_of_gdp_2019,0.011,input,1,military_spending_as_%_of_gdp,high,113.0,30.0,13.0,,7.0
Croatia,HRV,military_spending_as_%_of_gdp_2019,0.017,input,1,military_spending_as_%_of_gdp,high,66.0,26.0,8.0,,6.0
Cuba,CUB,military_spending_as_%_of_gdp_2019,0.029,input,1,military_spending_as_%_of_gdp,high,30.0,6.0,23.0,4.0,13.0
Cyprus,CYP,military_spending_as_%_of_gdp_2019,0.016,input,1,military_spending_as_%_of_gdp,high,71.0,27.0,7.0,,4.0
Czech Republic,CZE,military_spending_as_%_of_gdp_2019,0.012,input,1,military_spending_as_%_of_gdp,high,99.0,35.0,4.0,,3.0
Denmark,DNK,military_spending_as_%_of_gdp_2019,0.013,input,1,military_spending_as_%_of_gdp,high,91.0,35.0,2.0,,2.0
Djibouti,DJI,military_spending_as_%_of_gdp_2019,0.037,input,1,military_spending_as_%_of_gdp,high,16.0,2.0,35.0,2.0,17.0
Dominican Republic,DOM,military_spending_as_%_of_gdp_2019,0.007,input,1,military_spending_as_%_of_gdp,high,131.0,39.0,4.0,,4.0
Ecuador,ECU,military_spending_as_%_of_gdp_2019,0.023,input,1,military_spending_as_%_of_gdp,high,41.0,7.0,35.0,,17.0
Egypt,EGY,military_spending_as_%_of_gdp_2019,0.012,input,1,military_spending_as_%_of_gdp,high,99.0,16.0,22.0,,13.0
El Salvador,SLV,military_spending_as_%_of_gdp_2019,0.012,input,1,military_spending_as_%_of_gdp,high,99.0,32.0,10.0,,7.0
Equatorial Guinea,GNQ,military_spending_as_%_of_gdp_2019,0.011,input,1,military_spending_as_%_of_gdp,high,113.0,13.0,16.0,,9.0
Estonia,EST,military_spending_as_%_of_gdp_2019,0.021,input,1,military_spending_as_%_of_gdp,high,46.0,27.0,11.0,,7.0
Eswatini,SWZ,military_spending_as_%_of_gdp_2019,0.018,input,1,military_spending_as_%_of_gdp,high,61.0,17.0,25.0,6.0,
Ethiopia,ETH,military_spending_as_%_of_gdp_2019,0.006,input,1,military_spending_as_%_of_gdp,high,143.0,28.0,11.0,,7.0
Fiji,FJI,military_spending_as_%_of_gdp_2019,0.016,input,1,military_spending_as_%_of_gdp,high,71.0,22.0,20.0,,12.0
Finland,FIN,military_spending_as_%_of_gdp_2019,0.015,input,1,military_spending_as_%_of_gdp,high,80.0,37.0,2.0,,2.0
France,FRA,military_spending_as_%_of_gdp_2019,0.019,input,1,military_spending_as_%_of_gdp,high,56.0,30.0,6.0,,4.0
Gabon,GAB,military_spending_as_%_of_gdp_2019,0.016,input,1,military_spending_as_%_of_gdp,high,71.0,6.0,34.0,,16.0
"Gambia, The",GMB,military_spending_as_%_of_gdp_2019,0.008,input,1,military_spending_as_%_of_gdp,high,129.0,25.0,12.0,,6.0
